padrao,vertente_id,vertente_nome,camada,prioridade,ganho,pureza,suporte,exemplos
DOS SANTOS DOS,100423,Igreja de Jesus Cristo dos Santos dos Últimos Dias,ngrama,40,295,0.9864,514,IGREJA DE JESUS CRISTO DOS SANTOS DOS U | IGREJA DE JESUS DOS SANTOS DOS ULTIMOS D | A IGREJA DE JESUS CRISTO DOS SANTOS DOS ULTUMOS DIAS
CONG,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,267,0.9269,506,CONG NOVA JERUSALEM | ASSEMBLEA DE DEUS CONG MARANATA | ASS DE DEUS CONG NOVA BETEL
MACUMBA,2827,Umbanda e Candomblé,ngrama,40,217,0.9277,83,ESTABELECIMENTO MACUMBA | CENTRO DE MACUMBA | ANTIGO CENTRO DE MACUMBA
FRATERNIDADE,2826,Espírita,ngrama,40,208,0.947,528,IGREJA FRATERNIDADE | IGREJA FRATERNIDADE DOS DISCIPULOS DE JE | FRATERNIDADE SAGRADO CORACAO DE JESUS
IGREJA ENVANGELICA,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,199,0.9048,42,IGREJA ENVANGELICA PALAVRA DE VIDA | IGREJA ENVANGELICA | IGREJA ENVANGELICA SANTUARIO DE ORACAO
EVANGELUCA,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,181,0.9,30,IGREJA EVANGELUCA JUSTOS PELA FE | IG EVANGELUCA ASSEBLEIA DE DEUS RENASCENDO COM CRISTO | IGREJA EVANGELUCA PENTECOSTAL CHAM DIVINA
SOCIEDADE,2826,Espírita,ngrama,40,180,0.9669,695,SOCIEDADE AFRO UMBANDISTA REINO DE XANGO AGANJU | SOCIEDADE SAO MARCOS | SOCIEDADE ESPIRITUALISTA MATA VIRGEM
CATOLICA SAO,95263,Católica Apostólica Romana,ngrama,40,169,0.9995,2133,IGREJA COMUNIDADE CATOLICA SAO BERNARDO | COMUNIDADE CATOLICA SAO SEBASTIAO | CATOLICA SAO FRANCISCO DE ASSIS
UNIDA DO,95265,Evangélicas de origem pentecostal,ngrama,40,137,0.9779,587,IGREJA PENTESCOSTAL UNIDA DO BRASIL | IGREJA UNIDA DO RESSACA | IGREJA UNIDA DO MUNDO PARA CRISTO
CRISTAN,99746,Evangélicas de origem pentecostal - Igreja Congregação Cristã do Brasil,ngrama,40,129,0.9613,155,IGREJA CRISTAN MARANATA | CONGRESSAO CRISTAN NO BRASIL | CONGRECAO CRISTAN
OBRA DA RESTAURACAO,121096,Evangélica não determinada,ngrama,40,124,0.9143,35,IGREJA EV NA OBRA DA RESTAURACAO | IGREJA EM JARDIM DO LAGO NA OBRA DA RESTAURACAO | IGREJA EM MARILIA NA OBRA DA RESTAURACAO
IGREJA MAE,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,123,0.9375,32,IGREJA MAE DO PERPETUO SOCORRO | IGREJA MAE CONGREGACAO MONTE DAS OLIVEIRAS | IGREJA MAE RAINHA 3X ADIMIRAVEL
PENTECOSTAL DA,95265,Evangélicas de origem pentecostal,ngrama,40,119,0.9308,419,IGREJA DO MINISTERIO PENTECOSTAL DA PAZ | IGREJA EVAGELICA PENTECOSTAL DA RENOVACAO | MINISTERIO PENTECOSTAL DA PROMESSA DE DEUS
PENTECOSTAL JESUS,95265,Evangélicas de origem pentecostal,ngrama,40,109,0.9868,1216,MINISTERIO PENTECOSTAL JESUS E VIDA | MINISTERIO ENVANGELICO PENTECOSTAL JESUS O PAO DA VIDA | IGREJA EVAGELICA PENTECOSTAL JESUS E O C
GEOVA,2824,Testemunhas de Jeová,ngrama,40,104,0.9348,92,HIGREJA TESTEMUINH0 DE GEOVA | SALAO TESTEMUNHA GEOVA | IGREJA TEST GEOVA
BATISTA DA,99741,Evangélicas de Missão - Igreja Evangélica Batista,ngrama,40,85,0.9851,1141,CONGREGASAO BATISTA DA FE | MINISTERIO BATISTA DA ADORACAO | IGREJA INTERNACIONAL BATISTA DA FE
PENTECOSTAL DE,95265,Evangélicas de origem pentecostal,ngrama,40,85,0.9546,749,IGREJA EV PENTECOSTAL DE JESUS | TEMPLO PENTECOSTAL DE MISSOES | IGREJA MINISTERIO PENTECOSTAL DE ADORADORES
BATISTA DO,99741,Evangélicas de Missão - Igreja Evangélica Batista,ngrama,40,80,0.98,998,IGREJA MINISTERIO BATISTA DO ARVOREDO | CONGREGAO BATISTA DO CAMINHO | COMUNIDADE RENOVADA BATISTA DO NORTE CORBAN
BATISTA NACIONAL,99741,Evangélicas de Missão - Igreja Evangélica Batista,ngrama,40,76,0.9982,1110,CATEDRAL BATISTA NACIONAL | CONVENCAO BATISTA NACIONAL BAHIA | BATISTA NACIONAL MISSAO GUIA
IGREIJA EVANGELICA,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,72,0.9375,32,IGREIJA EVANGELICA PETENCOSTAL MINISTEIRO REI DAS NACOES | IGREIJA EVANGELICA ASEMBLEIA DE DEUS | IGREIJA EVANGELICA FOGO DO ESPIRITO
TERREIRA,2829,Umbanda,ngrama,40,70,0.9,30,CASA DE TERREIRA | SALAO TERREIRA | TERREIRA OGUM AVAGAN
BATISTA NOVA,99741,Evangélicas de Missão - Igreja Evangélica Batista,ngrama,40,69,0.9905,842,IGREJA COMUNIDADE EVANGELICA BATISTA NOVA ESPERANCA DA FAMILIA | CONGREGACAO EVANGELICA BATISTA NOVA ESPERANCA | IGEJA BATISTA NOVA JESUSALEM
LUTERANA DO,100403,Evangélicas de Missão - Igreja Evangélica Luterana,ngrama,40,67,0.9362,580,IGREJA DA RENOVACAO LUTERANA DO BRAS | IGREJA IECLB LUTERANA DO BRASIL | ULBRA UNIVERSIDADE LUTERANA DO BRASIL
DEUS MONTE,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,66,0.9798,842,ASS DE DEUS MONTE SINAI | ASSEM DE DEUS MONTE SINAI | ASSEBLEIA DE DEUS MONTE DAS OLIVEIRAS
JERUSALEM DE,95265,Evangélicas de origem pentecostal,ngrama,40,66,0.9273,110,IGREJA NOVA JERUSALEM DE CRISTO | PETENCOSTAL NOVA JERUSALEM DE DEUS | PENTECOSTAL NOVA JERUSALEM DE DEUS
DO BELEM,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,65,0.9515,309,AD MINISTERIO DO BELEM | ASEMBLEIA DE DEUS MINISTEIRO DO BELEM | IGREJA MISTERIO DO BELEM
CATOLICA SANTA,95263,Católica Apostólica Romana,ngrama,40,65,1.0,828,COMUNIDADE CATOLICA SANTA MARIA | COMUNIDADE CATOLICA SANTA ROSA DE LIMA | IGEJA CATOLICA SANTA RITA DE CASSIA
MONTESE,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,59,0.9404,151,MONTESE | MINISTERIO ATHOS DA CRUZ MONTESE | IGREJA ASSENBLEA DE DEUS MONTESE
UNIVERSAL JESUS,99745,Evangélicas de origem pentecostal - Igreja Universal do Reino de Deus,ngrama,40,55,0.9935,155,UNIVERSAL JESUS CRISTO E NOSSO SENHOR | UNIVERSAL JESUS E O SENHOR | UNIVERSAL JESUS CRISTO E O SENHOR
CRISTA PRESBITERIANA,121096,Evangélica não determinada,ngrama,40,55,0.9394,33,IGREJA CRISTA PRESBITERIANA MISSIONARIA | IIGREJA CRISTA PRESBITERIANA | IGREJA CRISTA PRESBITERIANA ETIOQUIA
EVANGELICA BETEL,121096,Evangélica não determinada,ngrama,40,54,1.0,93,IGREJA MISSIONARIA EVANGELICA BETEL BRASILEIRO | IGREJA COMUNIDADE EVANGELICA BETEL | COMUNIDADE EVANGELICA BETEL
DE MINA,2827,Umbanda e Candomblé,ngrama,40,53,0.9565,69,TERREINO DE MINA SOL NASCENTE | CASA DE MINA | BARRACO DE MINA
EVANGELICA RENOVADA,121096,Evangélica não determinada,ngrama,40,53,1.0,58,IGREIJA CRISTA EVANGELICA RENOVADA MINISTERIO BOAS NOVAS | COMUNIDADE EVANGELICA RENOVADA EM CRISTO | IGREJA CRISTA EVANGELICA RENOVADA MIN BOAS NOVAS
LAR DE,2826,Espírita,ngrama,40,51,0.94,50,LAR DE APOIO DO SANTUARIO | LAR DE AUXILIO ESPIRITUAL RAIOS DE LUZ | LAR DE PAZ IGEJA EVANGELICA
PENTECOSTAL A,95265,Evangélicas de origem pentecostal,ngrama,40,51,0.9924,525,CONGRGACAO PENTECOSTAL A VERDADE QUE LIBERTA | IGRJA DO EVANGELHO PENTECOSTAL A MENINA DOS OLHOS DE DEUS | TEMPLO PENTECOSTAL A NOVA CANAA EM CRISTO
DE CAMDOMBLE,2827,Umbanda e Candomblé,ngrama,40,50,0.9512,41,CASA DE CAMDOMBLE | CASA DE CAMDOMBLE NACAO QUETU | CASA DE CAMDOMBLE DE MARIVALDO
DE DEUS MISSIONARIA,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,49,0.981,369,IGREJA DE DEUS MISSIONARIA IDEM | IGREJA PENT ASS DE DEUS MISSIONARIA | IGREJA DE DEUS MISSIONARIA MUNDIAL
BATISTA EM,99741,Evangélicas de Missão - Igreja Evangélica Batista,ngrama,40,48,0.9847,1045,MISSAO BATISTA EM BOTAFOGO | MISSAO BATISTA EM RENOVACAO ESPIRITUAL | IGREJA MISSAO BATISTA EM JACI
TRADICIONAL,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,47,0.9276,525,IGREJA TRADICIONAL | IGREJA TRADICIONAL NOVA JERUSALEM | ASSEMBREIA DE DEUS TRADICIONAL
PRESBITERIANA DO,100404,Evangélicas de Missão - Igreja Evangélica Presbiteriana,ngrama,40,46,0.9853,136,IGREIJA PRESBITERIANA DO BRASIL | IGUEJA PRESBITERIANA DO BRASIL | IGTEJA PRESBITERIANA DO BRASIL
PENTECOSTAL MINISTERIO,95265,Evangélicas de origem pentecostal,ngrama,40,46,0.9133,623,IGRE PENTECOSTAL MINISTERIO DE JESUS | ASSENBLEIA DE DEUS PENTECOSTAL MINISTERIO JESUS DE NAZARE TEMPLO SEDE | IGREJA CRISTA PENTECOSTAL MINISTERIO NOVO AMANHECER
PENTECOSTAL NOVA,95265,Evangélicas de origem pentecostal,ngrama,40,45,0.9504,564,COMUNIDADE EVANGELICA PENTECOSTAL NOVA ALIANCA COM DEUS | IGREJA INTERNACIONAL PENTECOSTAL NOVA AL | MINISTERIO PENTECOSTAL NOVA GERACAO
FAMILIA GLOBAL,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,ngrama,40,44,0.9778,45,FAMILIA GLOBAL CHURCH LIMEIRA | QUADRANGULAR FAMILIA GLOBAL | FAMILIA GLOBAL CHURCH
UNGIDA,95265,Evangélicas de origem pentecostal,ngrama,40,43,0.9784,139,IGRGREJA PENTENCOSTAL UNGIDA | COMUNIDADE EVAMGELICA UNGIDA | CONGREGACAO PENTECOSTAL UNGIDA
DEUS MIN,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,43,0.9913,459,ASS DE DEUS MIN ARVORE DA VIDA | ADMUG ASS DE DEUS MIN UNCAO E GRACA | ASS DE DEUS MIN UNIDAS PELA FE
BATISTA DE,99741,Evangélicas de Missão - Igreja Evangélica Batista,ngrama,40,43,0.9672,824,COMUNIDADE BATISTA DE GUARATIBA | BATISTA DE REGISTRO COMUNIDADE CRISTA | FEIRACONGREGACAO DA 1 IGR BATISTA DE
MARIA DE NAZARE,2826,Espírita,ngrama,40,43,0.9098,122,CONGREGACAO MARIA DE NAZARE | COMUNIDADE MARIA DE NAZARE | CASA DE AMOR E FE MARIA DE NAZARE
CHICO,2826,Espírita,ngrama,40,42,0.9611,180,VELHO CHICO | CASA DE ASSISTENCIA CHICO XAVIER | NAECX NUCLEO DE ASSISTENCIA ESPIRITUAL CHICO XAVIER
E CARIDADE,2826,Espírita,ngrama,40,42,0.9414,307,S E AMOR E CARIDADE | ESPACO LUZ E CARIDADE | IRMAS FRANCISCANAS DA PENITENCIA E CARIDADE CRISTA
IGREJA SARA,99748,Evangélicas de origem pentecostal - outras,ngrama,40,42,1.0,175,IGREJA SARA CAMAPUA | IGREJA SARA O NOSSO VALE | IGREJA SARA
ADVENTISTA DA,99739,Evangélicas de Missão - Evangélica Adventista do Sétimo Dia,ngrama,40,40,0.9936,783,TEMPLO ADVENTISTA DA PROMESSA | CONVENCAO GERAL DAS IGREJAS ADVENTISTA DA PROMESSA | IGREJA TEMPLO ADVENTISTA DA PROMESSA
ANAPOLIS,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,39,0.9269,301,ASS DE DEUS DE ANAPOLIS | IGREJA EM ANAPOLIS | CENTRO EMPRESARIAL ANAPOLIS
CAMPO DE,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,37,0.9116,147,BARRACAO DE FESTA E CAMPO DE BOCHA DA COMUNIDADE | ASS DE DEUS CAMPO DE D DE CAXIAS | ASSDE DEUS CAMPO DE BANGU
PENTECOSTAL CRISTO,95265,Evangélicas de origem pentecostal,ngrama,40,37,0.9852,406,MINISTERIO PENTECOSTAL CRISTO E VIDA | PENTECOSTAL CRISTO SALVACAO | COMUNIDADE PENTECOSTAL CRISTO VIVE EM MIM
CATOLICA DE,95263,Católica Apostólica Romana,ngrama,40,36,1.0,869,COMUNIDADE CATOLICA DE SANTA LUZIA | IGLEJA CATOLICA DE SANTO ANTONIO | IGRJA CATOLICA DE SAO FRANCISCO DE ASSIS
BATISTA BETEL,99741,Evangélicas de Missão - Igreja Evangélica Batista,ngrama,40,36,0.9752,444,IGREJA EV BATISTA BETEL | COMUNIDADE BATISTA BETEL | IG BATISTA BETEL
CATOLICA SANTO,95263,Católica Apostólica Romana,ngrama,40,36,1.0,402,IBGEJA CATOLICA SANTO ANTONIO | CATOLICA SANTO EXPEDITO | COMUNIDADE CATOLICA SANTO ANTONIO DA CANDOLANDIA
EVANGELICA FILADELFIA,121096,Evangélica não determinada,ngrama,40,36,1.0,96,COMUNIDADE EVANGELICA FILADELFIA | IGREJA CRISTA EVANGELICA FILADELFIA | IGREJA MISSIONARIA EVANGELICA FILADELFIA
IEADALPE,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,35,0.9722,36,IGREJA IEADALPE | IEADALPE | IEADALPE BELA VISTA
ASSISTENCIAL,2826,Espírita,ngrama,40,35,0.9677,62,ALBERGUE ASSISTENCIAL MISSAO BATISTA CRISTOLANDIA | SOCIEDADE ASSISTENCIAL ESPIRITS | SERVICO ASSISTENCIAL JOVENS
MOVIMENTO DE,99739,Evangélicas de Missão - Evangélica Adventista do Sétimo Dia,ngrama,40,35,0.9,50,IGREJA CONGREGACAO DOS ADVENTISTAS DO 7 DIA MOVIMENTO DE REFORMA | TEMPLO ADIVENTISTA DO 7 DIA MOVIMENTO DE REFORMA | EDICAO SOCIAL HAQUARA MOVIMENTO DE ESPIRITO SANTO
EVANGELICA MONTE,121096,Evangélica não determinada,ngrama,40,35,0.9933,149,IGREJ EVANGELICA MONTE SINAI | CONGREGACAO EVANGELICA MONTE CARMELO | IGEJA EVANGELICA MONTE SIAO
ADVENTISTA SETIMO,99739,Evangélicas de Missão - Evangélica Adventista do Sétimo Dia,ngrama,40,35,1.0,330,ADVENTISTA SETIMO DIA | INGREJA ADVENTISTA SETIMO DIA | IGRJA ADVENTISTA SETIMO DIA
DEUS PENTENCOSTAL,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,35,0.96,75,IGREJA DE DEUS PENTENCOSTAL | IDPB IGREJA DE DEUS PENTENCOSTAL DO BRASIL | IGREJA COM DEUS PENTENCOSTAL
EVANGELICA BATISTA,121096,Evangélica não determinada,ngrama,40,35,0.9978,455,IGREJA MISSAO EVANGELICA BATISTA | COMUNIDADE EVANGELICA BATISTA | CONGREGACAO EVANGELICA BATISTA UNIDOS EM CRISTO
EVANGELICA FONTE,121096,Evangélica não determinada,ngrama,40,34,1.0,121,COMUNIDADE EVANGELICA FONTE AGUA VIVA | CEFA COMUNIDADE EVANGELICA FONTE DAS AGUAS | COMUNIDADE EVANGELICA FONTE DAS AGUIAS
DE DEUS PETENCOSTAL,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,34,0.9691,97,ASSENBLEIA DE DEUS PETENCOSTAL | A BENCAO DE DEUS PETENCOSTAL | IGREJA DE DEUS PETENCOSTAL DO BRASIL EL ELYON
DEUS MISSOES,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,33,0.9898,587,IGREJA ASS DEUS MISSOES | IGREJA ASSEMBEIA DE DEUS MISSOES | ASSEMBREIA DE DEUS MISSOES
DIA MOVIMENTO,99739,Evangélicas de Missão - Evangélica Adventista do Sétimo Dia,ngrama,40,33,0.9808,52,TEMPLO ADV DO SETIMO DIA MOVIMENTO D REFORM | IGREJA CONGREGACAO DOS ADVENTISTAS DO 7 DIA MOVIMENTO DE REFORMA | TEMPLO ADIVENTISTA DO 7 DIA MOVIMENTO DE REFORMA
DEUS AVIVAMENTO,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,33,0.9565,69,IDAP IGREJA DE DEUS AVIVAMENTO E PAZ | IDAB IGREJA DE DEUS AVIVAMENTO BIBLICO | IGREJA DE DEUS AVIVAMENTO BIBLICO FECHADA
MINISTERIO BELEM,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,33,0.9494,257,ASSSEMBLEIA DE DEUS MINISTERIO BELEM | ASSEMBKEIA DE DEUS MINISTERIO BELEM CAMPO 1207 | AF MINISTERIO BELEM
PRESBITERIANA DE,100404,Evangélicas de Missão - Igreja Evangélica Presbiteriana,ngrama,40,33,0.9951,409,CONGREGACAO PRESBITERIANA DE NOVA FATIMA | CONGREGACAO PRESBITERIANA DE LAJE GRANDE | IV IGREHA PRESBITERIANA DE PATOS DE MINAS
PENTECOSTAL MONTE,95265,Evangélicas de origem pentecostal,ngrama,40,33,0.9563,252,MINISTERIO PENTECOSTAL MONTE MORIA | MINISTERIO PENTECOSTAL MONTE OLIVEIRAS | BATISTA PENTECOSTAL MONTE DAS OLIVEIRAS
EVANGELICA ALIANCA,121096,Evangélica não determinada,ngrama,40,33,1.0,163,COMUNIDADE EVANGELICA ALIANCA COM DEUS | MISSAO EVANGELICA ALIANCA | IGREJA COMUNIDADE EVANGELICA ALIANCA DE DEUS
DE DEUS INTERNACIONAL,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,33,1.0,82,IGREJA ASENBLEIA DE DEUS INTERNACIONAL | IGREJA DE DEUS INTERNACIONAL LANCHONETE | MIDI MEMBROS DA IGREJA DE DEUS INTERNACIONAL
EVANGELICA NOVA ALIANCA,121096,Evangélica não determinada,ngrama,40,33,1.0,164,COMUNIDADE EVANGELICA NOVA ALIANCA | COMUNIDADE EVANGELICA NOVA ALIANCA CRISTO | COMUNIDADE EVANGELICA NOVA ALIANCA BRASILEIRA
BEZERRA,2826,Espírita,ngrama,40,32,0.9769,216,INSTITUTO DR BEZERRA DE MENEZES | LAR BEZERRA DE MENEZES | ESTACIONAMENTO DO BEZERRA DE MENEZES
FUNDACAO,2826,Espírita,ngrama,40,32,0.9091,33,FUNDACAO OBRAS DE ACACIAS MACONARIA | FUNDACAO JOAQUIM MOTTA | FUNDACAO MOKITI OKADA
EVANGELICA PALAVRA,121096,Evangélica não determinada,ngrama,40,31,1.0,139,COMUNIDADE EVANGELICA PALAVRA DE LIBERTACAO | COMUNIDADE EVANGELICA PALAVRA CHAVE | IGREJA MISSAO EVANGELICA PALAVRA VIVA
MENEZES,2826,Espírita,ngrama,40,30,0.9704,203,INSTITUTO DR BEZERRA DE MENEZES | LAR BEZERRA DE MENEZES | ESTACIONAMENTO DO BEZERRA DE MENEZES
DA LAGOINHA,99741,Evangélicas de Missão - Igreja Evangélica Batista,ngrama,40,30,0.9791,239,ACAO SOCIAL DA IGREJA ATISTA DA LAGOINHA | IGREJA E M E DA LAGOINHA | IGREJA BAT DA LAGOINHA
EVANGELICA EL,121096,Evangélica não determinada,ngrama,40,30,0.9861,72,MISSAO EVANGELICA EL SHADDAI | EVANGELICA EL CHADAI | IGGREJA EVANGELICA EL SHADAI
FAMA,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,29,0.942,138,CANTINA MINISTERIO FAMA | ASSEBLEIA DE DEUS MINISTERIO FAMA | IGREJA CRISTA EVANGELICA FAMA
CASA DO CAMINHO,2826,Espírita,ngrama,40,29,0.978,91,INSTITUICAO CASA DO CAMINHO | NOSSA CASA DO CAMINHO | SEARA CASA DO CAMINHO
TEST,2824,Testemunhas de Jeová,ngrama,40,28,1.0,30,IGREJA TEST JEOVA | IGREJA TEST GEOVA | SALAO REINO TEST GEOVA
DE REFORMA,99739,Evangélicas de Missão - Evangélica Adventista do Sétimo Dia,ngrama,40,28,0.9773,44,IGREJA CONGREGACAO DOS ADVENTISTAS DO 7 DIA MOVIMENTO DE REFORMA | TEMPLO ADIVENTISTA DO 7 DIA MOVIMENTO DE REFORMA | GRUPO ADVENTISTA DO SETIMO DIA MOVIMENTO DE REFORMA
BATISTA VIDA,99741,Evangélicas de Missão - Igreja Evangélica Batista,ngrama,40,28,0.9905,211,COMUNIDADE BATISTA VIDA NOVA | OMUNIDADE BATISTA VIDA NO ENCONTRO | MINISTERIO BATISTA VIDA E PAZ
EVANGELICA FAMILIA,121096,Evangélica não determinada,ngrama,40,28,1.0,123,COMUNIDADE EVANGELICA FAMILIA DE DEUS | COMUNIDADE EVANGELICA FAMILIA C2 EDIFICANDO OS ALICERCES DA FAMILIA | IG EVANGELICA FAMILIA BOAS NOVAS
APOSTOLICA DO,95265,Evangélicas de origem pentecostal,ngrama,40,26,0.913,115,OMUNIDADE APOSTOLICA DO EVANGELHO PLENO | CASA APOSTOLICA DO AVIVAMENTO | APOSTOLICA DO CORDEIRO
MINISTERIO DE BELEM,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,26,0.9134,127,IGRJA EVANGELICA MINISTERIO DE BELEM | IGREJA MINISTERIO DE BELEM CASA DO PAO | IGREJA MINISTERIO DE BELEM E SORVETERIA
PERUS,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,25,0.9635,219,ASSEMBLEI DE DEUS M8NISTERIO DE PERUS | A D PERUS | IEAD PERUS
REGULAR,99741,Evangélicas de Missão - Igreja Evangélica Batista,ngrama,40,25,0.9866,374,TEMPLO DA IGREJA REGULAR | ACAPAMENTO BATISTA REGULAR HEBROM | IGREJA BSTISTA REGULAR DA FE
HOLINESS,121096,Evangélica não determinada,ngrama,40,25,0.9333,30,IGREJA MISSIONARIA HOLINESS | IGREJA EVANGELISCA HOLINESS | SEHAM SEMINARIO EVANGELICO HOLINESS DO AMAZONAS
EVANGELICA PROJETO,121096,Evangélica não determinada,ngrama,40,25,1.0,53,COMUNIDADE EVANGELICA PROJETO | COMUNIDADE EVANGELICA PROJETO VIDA EM CRISTO | COMUNIDADE EVANGELICA PROJETO VIDA EM CR
MATRIZ DE,95263,Católica Apostólica Romana,ngrama,40,24,1.0,248,MATRIZ DE SAO JOAO BATISTA | IGREJA DA MATRIZ DE SAO SEBASTIAO | MATRIZ DE SAO FRANCISCO DE ASSIS
IGREJA VERBO,99748,Evangélicas de origem pentecostal - outras,ngrama,40,24,1.0,219,IGREJA VERBO DIVINO | IGREJA VERBO SANTO | IGREJA VERBO VIVO
BATISTA MONTE,99741,Evangélicas de Missão - Igreja Evangélica Batista,ngrama,40,24,0.9826,345,CONG BATISTA MONTE SINAI | IGJA BATISTA MONTE DAS OLIVEIRAS | MINISTERIO BATISTA MONTE MORIAH
CAMINHO DA LUZ,2826,Espírita,ngrama,40,24,0.9281,153,PROPRIEDADE TEMPLO CAMINHO DA LUZ | COMUNIDADE CRISTA CAMINHO DA LUZ | CENTRO CAMINHO DA LUZ
BATISTA SHALOM,99741,Evangélicas de Missão - Igreja Evangélica Batista,ngrama,40,24,0.9157,83,BATISTA SHALOM | COMUNIDADE BATISTA SHALOM JESUS TE AMA | IGREJA COMUNUDADE BATISTA SHALOM
MINISTERIO VILA,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,24,0.9551,89,ASSEMBLEUA DE DEUS MINISTERIO VILA ESPERANCA | IGREJA MINISTERIO VILA RIO | ASSEB DE DEUS MINISTERIO VILA BELA
PENTECOSTAL VIDA,95265,Evangélicas de origem pentecostal,ngrama,40,24,0.943,158,MINISTERIO EVANGELICO PENTECOSTAL VIDA EM CRISTO | ESCRITORIO IGREJA EV PENTECOSTAL VIDA PARA CRISTO | CATEDRAL PENTECOSTAL VIDA ABUNDANTE
PENTECOSTAL UNIDOS,95265,Evangélicas de origem pentecostal,ngrama,40,24,0.9825,228,PENTECOSTAL UNIDOS PARA CRISTO | MINISTERIO PENTECOSTAL UNIDOS PELA FE | IGEJA PENTECOSTAL UNIDOS EM CRISTO
EVANGELICA MANANCIAL,121096,Evangélica não determinada,ngrama,40,24,1.0,102,IGREJA COMUNIDADE EVANGELICA MANANCIAL DA VIDEIRA | COMUNIDADE EVANGELICA MANANCIAL DE BENCAOS | COMUNIDADE EVANGELICA MANANCIAL DE VIDA
SETA,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,22,0.9053,95,ASSEBLEI DE DEUS CIA DE SETA | AD SETA | ASS DE DEUS SETA
DEUS CAMPO,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,22,0.9906,318,PONTO DE PREGACAO ASSEMBEIA DE DEUS CAMPO NOVO DO JORDAO | ASS DE DEUS CAMPO DE D DE CAXIAS | ASSDE DEUS CAMPO DE BANGU
PENTECOSTAL FOGO,95265,Evangélicas de origem pentecostal,ngrama,40,22,0.9109,202,MINISTERIO PENTECOSTAL FOGO SANTO | IGTEJA PENTECOSTAL FOGO NA TERRA | IGREJA EVAGELICA PENTECOSTAL FOGO NA ROCHA
IGREJA DOS SANTOS,100423,Igreja de Jesus Cristo dos Santos dos Últimos Dias,ngrama,40,22,1.0,39,IGREJA DOS SANTOS ULTIMOS DIAS | IGREJA DOS SANTOS REIS E SAGRADA FAMILIA | IGREJA DOS SANTOS MISTERIO DO PODER DE DEUS
RENOVACAO ESPIRITUAL,99741,Evangélicas de Missão - Igreja Evangélica Batista,ngrama,40,22,0.9444,90,MISSAO BATISTA EM RENOVACAO ESPIRITUAL | IGREJA RENOVACAO ESPIRITUAL | IGREJA BAISTA DA RENOVACAO ESPIRITUAL
EVANGELICA PENTENCOSTAL,121096,Evangélica não determinada,ngrama,40,22,0.9867,225,EVANGELICA PENTENCOSTAL VIVER PARA CRISTO | IGREJA MISSAO EVANGELICA PENTENCOSTAL DO BRASIL | COMUNIDADE EVANGELICA PENTENCOSTAL DA RESTAURACAO
PENTECOSTAL MISSIONARIA,95265,Evangélicas de origem pentecostal,ngrama,40,22,0.9288,323,IGREJ PENTECOSTAL MISSIONARIA TABERNACULO DO SENHOR JESUS | IGLEJA PENTECOSTAL MISSIONARIA | PENTECOSTAL MISSIONARIA SALVACAO EM CRISTO
DA PRECE,2826,Espírita,ngrama,40,21,0.9062,32,TABERNACULO DA PRECE PODEROSA | CASA DA PRECE FRANCISCO E MARIA DE NAZARE | IGREJA COMUNIDADE DA PRECE PODEROSA
DEUS E ESPIRITO,121096,Evangélica não determinada,ngrama,40,21,0.9714,35,IGREJA DEUS E ESPIRITO | IGREJA EV DEUS E ESPIRITO | IGEJA EVANGELICA DEUS E ESPIRITO
